New claim date,Type,Subgroup,Initial claims
05/07/2017,Initial claims by age,Under 20,34
05/14/2017,Initial claims by age,Under 20,18
05/21/2017,Initial claims by age,Under 20,32
05/28/2017,Initial claims by age,Under 20,12
06/04/2017,Initial claims by age,Under 20,29
06/11/2017,Initial claims by age,Under 20,23
06/18/2017,Initial claims by age,Under 20,31
06/25/2017,Initial claims by age,Under 20,25
07/02/2017,Initial claims by age,Under 20,55
07/09/2017,Initial claims by age,Under 20,22
07/16/2017,Initial claims by age,Under 20,34
07/23/2017,Initial claims by age,Under 20,26
07/30/2017,Initial claims by age,Under 20,29
08/06/2017,Initial claims by age,Under 20,40
08/13/2017,Initial claims by age,Under 20,24
08/20/2017,Initial claims by age,Under 20,35
08/27/2017,Initial claims by age,Under 20,24
09/03/2017,Initial claims by age,Under 20,24
09/10/2017,Initial claims by age,Under 20,34
09/17/2017,Initial claims by age,Under 20,26
09/24/2017,Initial claims by age,Under 20,16
10/08/2017,Initial claims by age,Under 20,57
10/15/2017,Initial claims by age,Under 20,29
10/22/2017,Initial claims by age,Under 20,20
10/29/2017,Initial claims by age,Under 20,38
11/05/2017,Initial claims by age,Under 20,29
11/12/2017,Initial claims by age,Under 20,41
11/19/2017,Initial claims by age,Under 20,27
11/26/2017,Initial claims by age,Under 20,28
12/03/2017,Initial claims by age,Under 20,49
12/10/2017,Initial claims by age,Under 20,49
12/17/2017,Initial claims by age,Under 20,54
12/24/2017,Initial claims by age,Under 20,70
12/31/2017,Initial claims by age,Under 20,29
01/07/2018,Initial claims by age,Under 20,147
01/14/2018,Initial claims by age,Under 20,39
01/21/2018,Initial claims by age,Under 20,40
01/28/2018,Initial claims by age,Under 20,32
02/04/2018,Initial claims by age,Under 20,39
02/11/2018,Initial claims by age,Under 20,34
02/18/2018,Initial claims by age,Under 20,27
02/25/2018,Initial claims by age,Under 20,25
03/04/2018,Initial claims by age,Under 20,28
03/11/2018,Initial claims by age,Under 20,35
03/18/2018,Initial claims by age,Under 20,26
03/25/2018,Initial claims by age,Under 20,11
04/08/2018,Initial claims by age,Under 20,71
04/15/2018,Initial claims by age,Under 20,21
04/22/2018,Initial claims by age,Under 20,14
04/29/2018,Initial claims by age,Under 20,20
05/06/2018,Initial claims by age,Under 20,22
05/13/2018,Initial claims by age,Under 20,27
05/20/2018,Initial claims by age,Under 20,20
05/27/2018,Initial claims by age,Under 20,19
06/03/2018,Initial claims by age,Under 20,22
06/10/2018,Initial claims by age,Under 20,20
06/17/2018,Initial claims by age,Under 20,26
06/24/2018,Initial claims by age,Under 20,19
07/08/2018,Initial claims by age,Under 20,75
07/15/2018,Initial claims by age,Under 20,35
07/22/2018,Initial claims by age,Under 20,29
07/29/2018,Initial claims by age,Under 20,24
08/05/2018,Initial claims by age,Under 20,25
08/12/2018,Initial claims by age,Under 20,19
08/19/2018,Initial claims by age,Under 20,16
08/26/2018,Initial claims by age,Under 20,23
09/02/2018,Initial claims by age,Under 20,20
09/09/2018,Initial claims by age,Under 20,23
09/16/2018,Initial claims by age,Under 20,15
09/23/2018,Initial claims by age,Under 20,13
09/30/2018,Initial claims by age,Under 20,11
10/07/2018,Initial claims by age,Under 20,33
10/14/2018,Initial claims by age,Under 20,26
10/21/2018,Initial claims by age,Under 20,30
10/28/2018,Initial claims by age,Under 20,23
11/04/2018,Initial claims by age,Under 20,31
11/11/2018,Initial claims by age,Under 20,23
11/18/2018,Initial claims by age,Under 20,37
11/25/2018,Initial claims by age,Under 20,33
12/02/2018,Initial claims by age,Under 20,29
12/09/2018,Initial claims by age,Under 20,45
12/16/2018,Initial claims by age,Under 20,58
12/23/2018,Initial claims by age,Under 20,54
12/30/2018,Initial claims by age,Under 20,45
01/06/2019,Initial claims by age,Under 20,141
01/13/2019,Initial claims by age,Under 20,40
01/20/2019,Initial claims by age,Under 20,39
01/27/2019,Initial claims by age,Under 20,36
02/03/2019,Initial claims by age,Under 20,33
02/10/2019,Initial claims by age,Under 20,19
02/17/2019,Initial claims by age,Under 20,30
02/24/2019,Initial claims by age,Under 20,31
03/03/2019,Initial claims by age,Under 20,26
03/10/2019,Initial claims by age,Under 20,23
03/17/2019,Initial claims by age,Under 20,22
03/24/2019,Initial claims by age,Under 20,21
03/31/2019,Initial claims by age,Under 20,16
04/07/2019,Initial claims by age,Under 20,43
04/14/2019,Initial claims by age,Under 20,95
04/21/2019,Initial claims by age,Under 20,21
04/28/2019,Initial claims by age,Under 20,26
05/05/2019,Initial claims by age,Under 20,22
05/12/2019,Initial claims by age,Under 20,31
05/19/2019,Initial claims by age,Under 20,23
05/26/2019,Initial claims by age,Under 20,21
06/02/2019,Initial claims by age,Under 20,25
06/09/2019,Initial claims by age,Under 20,27
06/16/2019,Initial claims by age,Under 20,31
06/23/2019,Initial claims by age,Under 20,38
06/30/2019,Initial claims by age,Under 20,33
07/07/2019,Initial claims by age,Under 20,39
07/14/2019,Initial claims by age,Under 20,26
07/21/2019,Initial claims by age,Under 20,20
07/28/2019,Initial claims by age,Under 20,32
08/04/2019,Initial claims by age,Under 20,23
08/11/2019,Initial claims by age,Under 20,19
08/18/2019,Initial claims by age,Under 20,14
08/25/2019,Initial claims by age,Under 20,24
09/01/2019,Initial claims by age,Under 20,18
09/08/2019,Initial claims by age,Under 20,32
09/15/2019,Initial claims by age,Under 20,19
09/22/2019,Initial claims by age,Under 20,17
09/29/2019,Initial claims by age,Under 20,21
10/06/2019,Initial claims by age,Under 20,22
10/13/2019,Initial claims by age,Under 20,20
10/20/2019,Initial claims by age,Under 20,16
10/27/2019,Initial claims by age,Under 20,35
11/03/2019,Initial claims by age,Under 20,29
11/10/2019,Initial claims by age,Under 20,21
11/17/2019,Initial claims by age,Under 20,39
11/24/2019,Initial claims by age,Under 20,26
12/01/2019,Initial claims by age,Under 20,31
12/08/2019,Initial claims by age,Under 20,54
12/15/2019,Initial claims by age,Under 20,46
12/22/2019,Initial claims by age,Under 20,57
12/29/2019,Initial claims by age,Under 20,31
01/05/2020,Initial claims by age,Under 20,104
01/12/2020,Initial claims by age,Under 20,55
01/19/2020,Initial claims by age,Under 20,38
01/26/2020,Initial claims by age,Under 20,33
02/02/2020,Initial claims by age,Under 20,43
02/09/2020,Initial claims by age,Under 20,26
02/16/2020,Initial claims by age,Under 20,12
02/23/2020,Initial claims by age,Under 20,34
03/01/2020,Initial claims by age,Under 20,30
03/08/2020,Initial claims by age,Under 20,102
03/15/2020,Initial claims by age,Under 20,2662
03/22/2020,Initial claims by age,Under 20,2563
03/29/2020,Initial claims by age,Under 20,2099
04/05/2020,Initial claims by age,Under 20,1743
04/12/2020,Initial claims by age,Under 20,1375
04/19/2020,Initial claims by age,Under 20,1210
04/26/2020,Initial claims by age,Under 20,1633
05/03/2020,Initial claims by age,Under 20,1503
05/10/2020,Initial claims by age,Under 20,1233
05/17/2020,Initial claims by age,Under 20,1170
05/24/2020,Initial claims by age,Under 20,791
05/31/2020,Initial claims by age,Under 20,689
06/07/2020,Initial claims by age,Under 20,597
06/14/2020,Initial claims by age,Under 20,471
06/21/2020,Initial claims by age,Under 20,433
06/28/2020,Initial claims by age,Under 20,413
07/05/2020,Initial claims by age,Under 20,2089
07/12/2020,Initial claims by age,Under 20,390
07/19/2020,Initial claims by age,Under 20,361
07/26/2020,Initial claims by age,Under 20,252
08/02/2020,Initial claims by age,Under 20,200
08/09/2020,Initial claims by age,Under 20,226
08/16/2020,Initial claims by age,Under 20,153
08/23/2020,Initial claims by age,Under 20,137
08/30/2020,Initial claims by age,Under 20,104
09/06/2020,Initial claims by age,Under 20,131
09/13/2020,Initial claims by age,Under 20,108
09/20/2020,Initial claims by age,Under 20,83
09/27/2020,Initial claims by age,Under 20,85
10/04/2020,Initial claims by age,Under 20,461
10/11/2020,Initial claims by age,Under 20,115
10/18/2020,Initial claims by age,Under 20,111
10/25/2020,Initial claims by age,Under 20,96
11/01/2020,Initial claims by age,Under 20,122
11/08/2020,Initial claims by age,Under 20,107
11/15/2020,Initial claims by age,Under 20,149
11/22/2020,Initial claims by age,Under 20,135
11/29/2020,Initial claims by age,Under 20,166
12/06/2020,Initial claims by age,Under 20,207
12/13/2020,Initial claims by age,Under 20,182
12/20/2020,Initial claims by age,Under 20,227
12/27/2020,Initial claims by age,Under 20,230
01/03/2021,Initial claims by age,Under 20,660
01/10/2021,Initial claims by age,Under 20,317
01/17/2021,Initial claims by age,Under 20,251
01/24/2021,Initial claims by age,Under 20,208
01/31/2021,Initial claims by age,Under 20,194
02/07/2021,Initial claims by age,Under 20,146
02/14/2021,Initial claims by age,Under 20,140
02/21/2021,Initial claims by age,Under 20,124
02/28/2021,Initial claims by age,Under 20,149
03/07/2021,Initial claims by age,Under 20,118
03/14/2021,Initial claims by age,Under 20,286
03/21/2021,Initial claims by age,Under 20,262
03/28/2021,Initial claims by age,Under 20,251
04/04/2021,Initial claims by age,Under 20,462
04/11/2021,Initial claims by age,Under 20,187
04/18/2021,Initial claims by age,Under 20,214
04/25/2021,Initial claims by age,Under 20,220
05/02/2021,Initial claims by age,Under 20,204
05/09/2021,Initial claims by age,Under 20,172
05/16/2021,Initial claims by age,Under 20,170
05/23/2021,Initial claims by age,Under 20,140
05/30/2021,Initial claims by age,Under 20,121
06/06/2021,Initial claims by age,Under 20,110
06/13/2021,Initial claims by age,Under 20,99
06/20/2021,Initial claims by age,Under 20,124
06/27/2021,Initial claims by age,Under 20,106
07/04/2021,Initial claims by age,Under 20,344
07/11/2021,Initial claims by age,Under 20,107
07/18/2021,Initial claims by age,Under 20,114
07/25/2021,Initial claims by age,Under 20,85
08/01/2021,Initial claims by age,Under 20,84
08/08/2021,Initial claims by age,Under 20,101
08/15/2021,Initial claims by age,Under 20,82
08/22/2021,Initial claims by age,Under 20,75
08/29/2021,Initial claims by age,Under 20,64
09/05/2021,Initial claims by age,Under 20,57
09/12/2021,Initial claims by age,Under 20,49
09/19/2021,Initial claims by age,Under 20,53
09/26/2021,Initial claims by age,Under 20,34
10/03/2021,Initial claims by age,Under 20,52
10/10/2021,Initial claims by age,Under 20,39
10/17/2021,Initial claims by age,Under 20,44
10/24/2021,Initial claims by age,Under 20,57
10/31/2021,Initial claims by age,Under 20,53
11/07/2021,Initial claims by age,Under 20,48
11/14/2021,Initial claims by age,Under 20,50
11/21/2021,Initial claims by age,Under 20,44
11/28/2021,Initial claims by age,Under 20,59
12/05/2021,Initial claims by age,Under 20,69
12/12/2021,Initial claims by age,Under 20,67
12/19/2021,Initial claims by age,Under 20,73
12/26/2021,Initial claims by age,Under 20,95
01/02/2022,Initial claims by age,Under 20,153
01/09/2022,Initial claims by age,Under 20,80
01/16/2022,Initial claims by age,Under 20,84
01/23/2022,Initial claims by age,Under 20,59
01/30/2022,Initial claims by age,Under 20,67
02/06/2022,Initial claims by age,Under 20,58
02/13/2022,Initial claims by age,Under 20,42
02/20/2022,Initial claims by age,Under 20,45
02/27/2022,Initial claims by age,Under 20,40
03/06/2022,Initial claims by age,Under 20,36
03/13/2022,Initial claims by age,Under 20,29
03/20/2022,Initial claims by age,Under 20,27
03/27/2022,Initial claims by age,Under 20,34
04/03/2022,Initial claims by age,Under 20,40
04/10/2022,Initial claims by age,Under 20,29
04/17/2022,Initial claims by age,Under 20,40
04/24/2022,Initial claims by age,Under 20,39
05/01/2022,Initial claims by age,Under 20,27
05/08/2022,Initial claims by age,Under 20,36
05/15/2022,Initial claims by age,Under 20,41
05/22/2022,Initial claims by age,Under 20,28
05/29/2022,Initial claims by age,Under 20,46
06/05/2022,Initial claims by age,Under 20,43
06/12/2022,Initial claims by age,Under 20,38
06/19/2022,Initial claims by age,Under 20,13
01/09/2005,Initial claims by age,20 to 29,1033
01/16/2005,Initial claims by age,20 to 29,873
01/23/2005,Initial claims by age,20 to 29,876
01/30/2005,Initial claims by age,20 to 29,740
02/06/2005,Initial claims by age,20 to 29,573
02/13/2005,Initial claims by age,20 to 29,644
02/20/2005,Initial claims by age,20 to 29,648
02/27/2005,Initial claims by age,20 to 29,619
03/06/2005,Initial claims by age,20 to 29,531
03/13/2005,Initial claims by age,20 to 29,501
03/20/2005,Initial claims by age,20 to 29,409
03/27/2005,Initial claims by age,20 to 29,433
04/03/2005,Initial claims by age,20 to 29,740
04/10/2005,Initial claims by age,20 to 29,507
04/17/2005,Initial claims by age,20 to 29,572
04/24/2005,Initial claims by age,20 to 29,477
05/01/2005,Initial claims by age,20 to 29,494
05/08/2005,Initial claims by age,20 to 29,445
05/15/2005,Initial claims by age,20 to 29,515
05/22/2005,Initial claims by age,20 to 29,510
05/29/2005,Initial claims by age,20 to 29,453
06/05/2005,Initial claims by age,20 to 29,493
06/12/2005,Initial claims by age,20 to 29,427
06/19/2005,Initial claims by age,20 to 29,527
06/26/2005,Initial claims by age,20 to 29,583
07/03/2005,Initial claims by age,20 to 29,960
07/10/2005,Initial claims by age,20 to 29,573
07/17/2005,Initial claims by age,20 to 29,556
07/24/2005,Initial claims by age,20 to 29,551
07/31/2005,Initial claims by age,20 to 29,614
08/07/2005,Initial claims by age,20 to 29,528
08/14/2005,Initial claims by age,20 to 29,482
08/21/2005,Initial claims by age,20 to 29,465
08/28/2005,Initial claims by age,20 to 29,486
09/04/2005,Initial claims by age,20 to 29,439
09/11/2005,Initial claims by age,20 to 29,472
09/18/2005,Initial claims by age,20 to 29,442
09/25/2005,Initial claims by age,20 to 29,431
10/02/2005,Initial claims by age,20 to 29,700
10/09/2005,Initial claims by age,20 to 29,492
10/16/2005,Initial claims by age,20 to 29,584
10/23/2005,Initial claims by age,20 to 29,483
10/30/2005,Initial claims by age,20 to 29,547
11/06/2005,Initial claims by age,20 to 29,448
11/13/2005,Initial claims by age,20 to 29,589
11/20/2005,Initial claims by age,20 to 29,520
11/27/2005,Initial claims by age,20 to 29,621
12/04/2005,Initial claims by age,20 to 29,723
12/11/2005,Initial claims by age,20 to 29,729
12/18/2005,Initial claims by age,20 to 29,957
12/25/2005,Initial claims by age,20 to 29,1736
01/08/2006,Initial claims by age,20 to 29,2632
01/15/2006,Initial claims by age,20 to 29,768
01/22/2006,Initial claims by age,20 to 29,762
01/29/2006,Initial claims by age,20 to 29,736
02/05/2006,Initial claims by age,20 to 29,619
02/12/2006,Initial claims by age,20 to 29,579
02/19/2006,Initial claims by age,20 to 29,698
02/26/2006,Initial claims by age,20 to 29,541
03/05/2006,Initial claims by age,20 to 29,523
03/12/2006,Initial claims by age,20 to 29,449
03/19/2006,Initial claims by age,20 to 29,442
03/26/2006,Initial claims by age,20 to 29,387
04/02/2006,Initial claims by age,20 to 29,761
04/09/2006,Initial claims by age,20 to 29,417
04/16/2006,Initial claims by age,20 to 29,643
04/23/2006,Initial claims by age,20 to 29,505
04/30/2006,Initial claims by age,20 to 29,576
05/07/2006,Initial claims by age,20 to 29,549
05/14/2006,Initial claims by age,20 to 29,566
05/21/2006,Initial claims by age,20 to 29,495
05/28/2006,Initial claims by age,20 to 29,431
06/04/2006,Initial claims by age,20 to 29,555
06/11/2006,Initial claims by age,20 to 29,457
06/18/2006,Initial claims by age,20 to 29,473
06/25/2006,Initial claims by age,20 to 29,564
07/02/2006,Initial claims by age,20 to 29,1083
07/09/2006,Initial claims by age,20 to 29,536
07/16/2006,Initial claims by age,20 to 29,574
07/23/2006,Initial claims by age,20 to 29,524
07/30/2006,Initial claims by age,20 to 29,586
08/06/2006,Initial claims by age,20 to 29,509
08/13/2006,Initial claims by age,20 to 29,530
08/20/2006,Initial claims by age,20 to 29,484
08/27/2006,Initial claims by age,20 to 29,472
09/03/2006,Initial claims by age,20 to 29,464
09/10/2006,Initial claims by age,20 to 29,542
09/17/2006,Initial claims by age,20 to 29,460
09/24/2006,Initial claims by age,20 to 29,367
10/08/2006,Initial claims by age,20 to 29,1261
10/15/2006,Initial claims by age,20 to 29,512
10/22/2006,Initial claims by age,20 to 29,503
10/29/2006,Initial claims by age,20 to 29,555
11/05/2006,Initial claims by age,20 to 29,518
11/12/2006,Initial claims by age,20 to 29,618
